# artifact=PW7404-1122
# base_head=aa758aa4f63a91e072e2944c733310d9ab8ffdaa
# branch=main
# coalesced_status_entries=385
# expanded_status_files=538
status	path	original_path	type	index_mode	worktree_mode	mode_changed	material_diff	bytes	sha256	classification	source_candidate	runtime_package	secret_shape_labels	rationale
??	scripts/PW7404-1037-verify-chat-idempotency.mjs		file		100644	false	n/a	4564	a7e5d5cb4bcafa043333b03be32699426049d06e20d9ab30f26838f118b5f054	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1038-verify-chat-admission-contention.mjs		file		100644	false	n/a	15004	44ca7326a7b73e1f624e31c7f57ab8ccd438bb7b50e89ba4435b3350570ad42a	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1039-spacebot-chat-contention-release-paths-20260711.txt		file		100644	false	n/a	535	d2b17c587bce88fd2d191367d7411f86cf356efc2fadcb8e5694a948f423b308	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1040-apply-canonical-agent-messaging.mjs		file		100644	false	n/a	9286	f75a0d1c9724a203e864240b2673ca27709b2e9c5bd6aee09bf3502a87d5963a	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1040-spacebot-agent-messaging-release-paths-20260711.txt		file		100644	false	n/a	1066	f1deac07eb00a8cece7fe2424bc4eb1f11183fdba0fc83addecc10967c711072	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1041-verify-agent-messaging-contract.mjs		file		100644	false	n/a	7859	6a7771284e2c32143ea31c1426d9ad9a5431e1401a6a0f7affa40faf03df7a04	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1042-verify-agent-messaging-database.mjs		file		100644	false	n/a	10036	722a0097520b31281c7a39fcd3f406ae38ffc81ceb14f5317a1bbb52a53c67d8	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1043-verify-agent-messaging-http.mjs		file		100644	false	n/a	7961	9a1d73287276189748d8bc7b999a9b4c45398203b11e5fa65842b6e101d2ebac	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1044-apply-canonical-agent-relationships.mjs		file		100644	false	n/a	7610	7e1237085a35e8717f0eae3b731acb7ac55ef3cd6e46a668768a2e19e44e9465	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1044-spacebot-agent-relationships-release-paths-20260711.txt		file		100644	false	n/a	1597	658393b04bfb6f481bc9975287208fd15c8f3dd129bd3a7b8c4903c7e8c4c314	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1044-verify-agent-relationships.mjs		file		100644	false	n/a	4381	eb0a0128f5ed2daa9a9af84e03b086f80d0369e82574d8e078d4d9326b3e6d65	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1045-verify-agent-relationships-http.mjs		file		100644	false	n/a	8623	84f454f5aa1bf3d9fc3fb1627126c26687fead576afae557556eb3fd5e53ca63	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1047-apply-credential-first-residency.mjs		file		100644	false	n/a	14716	fa356fd4e87e506dc97cb5d78a325d38402a25726e6ae14b9cfd599f918e4a51	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1047-spacebot-credential-first-residency-release-paths-20260711.txt		file		100644	false	n/a	2834	358209e7e784abf6082c6c0ae1747e0e6fb6a7c779b35dd6257ac8746b09de18	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1048-verify-credential-first-residency.mjs		file		100644	false	n/a	10089	97afdb739e6219831136a45bafc2663b52236066ad8093cf9c9b1a57b197cf8b	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1049-verify-credential-first-residency-http.mjs		file		100644	false	n/a	16309	ce789778c630aad98d7b6ed9ed1fff060cafa7ebf505d0b9a9333b6262aef9e5	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1050-package-standalone-assets.mjs		file		100644	false	n/a	1008	00c0cff9da5eec1e691a8e9a9404d414fbc7dea2636575c705d22c0ad2dfb20c	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1051-apply-canonical-resident-tasks.mjs		file		100644	false	n/a	23675	80d920d9fe4fabfa8e35fe7a94d1ce02f885cb0ac32b03bb654fbe16f0b9f18d	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1051-spacebot-resident-tasks-wall-release-paths-20260712.txt		file		100644	false	n/a	1299	0633bc6b9a41caa1993e17477953440bff952c6d3879acd1ab1c6cadf362bfad	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1052-verify-resident-tasks-wall-contract.mjs		file		100644	false	n/a	10536	be317cef7a0858452e52dbc827da6dcb5a47cdc6c45a6d14f0241699a5ef7b79	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1053-verify-resident-tasks-database.mjs		file		100644	false	n/a	21957	bf6370b0353b34639c782d80d81dc228816a0f96a3bc431e014abe705f1993b5	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1054-verify-resident-tasks-wall-http.mjs		file		100644	false	n/a	19093	07961804b4061bdcb6df4b5f6b064fb953f049c27f7eae96b89cb64742c4b7b3	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1055-provision-database-roles.mjs		file		100644	false	n/a	18242	86608bfb62c446c2041de63a1e640ffa0d6accb0c87aa419b2422862b96277c3	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1056-spacebot-shared-rate-limiter-release-paths-20260712.txt		file		100644	false	n/a	2294	3a8756c4e9eef1303330a5d58bfc487498f0d879ccd49106c81124c68b764207	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1056-verify-shared-rate-limiter.mjs		file		100644	false	n/a	6800	f1613716e3bada0a4a34fd23693ca5ce1b20d7c17e86aa068bec383d2095eb30	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1057-verify-shared-rate-limiter-http.mjs		file		100644	false	n/a	5023	822ca8e5b3bea95bb65200a8898b41ea4669bc608edcd5cbc207b7f1bb8e4a66	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1058-apply-canonical-lab-residents.mjs		file		100644	false	n/a	28775	7debd76d6e5936513140af3abf280d3119afb66decbab4f80f1dd06c27108be9	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1059-verify-canonical-lab-contract.mjs		file		100644	false	n/a	6056	30ac87a8b9cb6ef4fd99353addaacf7b889fada025b093b37af511f5d9d5262a	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1060-verify-canonical-lab-database.mjs		file		100644	false	n/a	7843	1a99d0eec8604d82514f05067253727e6335f4aa58d5fde4720f236bdde77246	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1061-verify-canonical-lab-http.mjs		file		100644	false	n/a	9843	7d3f456957a4e92fc7d470b50dc46e435fac260532a372fcc20e0e33dbb9f185	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1062-spacebot-canonical-lab-release-paths-20260712.txt		file		100644	false	n/a	816	41797730905dd4a2fc7385c2df08579310d88caa1fc94352dcd53b376e2b5ddd	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1063-apply-agent-browser-sessions.mjs		file		100644	false	n/a	36790	50b22fa0e00bc8d0ae33a05e26ca96f0386079af2c1fb18fc5f74c85dbf5da4d	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1063-spacebot-taskspace-release-paths-20260712.txt		file		100644	false	n/a	1009	96e5e47feb4c3b31759ceb37dbacf81aacec635e7ce2d634269361538b3f9f9c	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1064-verify-resident-taskspace-contract.mjs		file		100644	false	n/a	8850	a31bd8502f727864e4cae5e90f094e1b5ae8dc5c5a748e1b2284cc9a1ec9462c	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1065-verify-resident-sessions-database.mjs		file		100644	false	n/a	10132	8ae547d9a9248a1210cf82139eae2baa36fa2a97edaeb006f8b7e8a007f426cf	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1066-verify-resident-taskspace-http.mjs		file		100644	false	n/a	24640	2addaa9644a47ee1ef99454faafbaa140987a53caa26bdf6761502f4facb7b1c	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1070-verify-avatar-agentscope-containment.mjs		file		100644	false	n/a	3671	c807ba49e5d2f4f042a67217b23958b87077bb6ea25112b47b36d5ab16f116b3	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1071-spacebot-trust-containment-release-paths-20260712.txt		file		100644	false	n/a	611	64130c04df8858a609b328925dec08d8a5ab5a77200d5475707ba379e5683bc3	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1072-verify-trust-containment-http.mjs		file		100644	false	n/a	3197	1a4192c1394ba20fec61b38f15fbec0361aa6fb76e589b9c79bd7dafd3171773	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1074-build-released-baseline-inventory.mjs		file		100644	false	n/a	8639	d285dad698bcfbe4e229c9674b3dbcfd19a6898ad85a2cba4758719931422e76	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1075-spacebot-released-baseline-20260712-excluded-backups.txt		file		100644	false	n/a	1339	0aa6ac9dc8e3de6d29a9d787d23f2d4455f6cbe8f5a72898fcb254cc7bc9769a	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1075-spacebot-released-baseline-20260712-remove-from-head.txt		file		100644	false	n/a	592	25ea2c3aaf8ccde4763e18def21a6ac28e7bf29b21d6aa8229645806f294e861	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1075-spacebot-released-baseline-20260712.tsv		file		100644	false	n/a	93017	ae45a64e2ca84a35a9f2bc9ae391c09c4780c08921e6f6130a48048d0bdcb4e6	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1077-contain-public-machine-credentials.mjs		file		100644	false	n/a	15741	19efad484580525dbb4319841a5b760acc823798c64c8b4d12fd6f7bef4eac2b	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1078-verify-public-machine-credential-containment.mjs		file		100644	false	n/a	9496	1425b7ffa14d2e1efc394287f8ef6d2d4fc655e532a6bbe5def9d702da0447bc	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1081-apply-public-machine-credential-denylist.mjs		file		100644	false	n/a	9026	6da136a5b243ff2a56c62d71a0cbefb14534c0f15f0b43d1767367eda201da8a	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1082-verify-public-machine-credential-denylist.mjs		file		100644	false	n/a	12149	bf99ce576485d0532703eb50841d41ef94c705758c892292750afa01e81bfcba	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1086-apply-canonical-lucy-autonomy.mjs		file		100644	false	n/a	16023	fd76d2dbae0d332b67d9118057f62fb753bac272f41920e1aaf4edfbda2f55d9	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1087-verify-canonical-lucy-autonomy.mjs		file		100644	false	n/a	30632	01650177da109c4fecc1a49a59126cbbddd50d8e56a6b7fc0ec81b751b1cb422	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1091-retire-legacy-lucy-writer.sh		file		100644	false	n/a	15261	2015948ea204384a943d9d14900b99dabe74b706d0b27692d9de25b7d1304a44	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1092-verify-single-writer-lucy.mjs		file		100644	false	n/a	14617	87b12dbd7630b159f6bd2c1ff8135a00504db46a6ada9db2bf72247f0143c40b	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1098-run-lucy-migration-rollback-canary.mjs		file		100644	false	n/a	9082	a9f5a08d3fb8d883d5f03d5a7c9b4c523aba66d73f85f49d26501ab5503bd2c4	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1101-provision-resident-autonomy-controller.mjs		file		100644	false	n/a	29694	e44ccb63506d6429eac08bb101f354923705b347cf81b84a207794580ac13120	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1102-verify-resident-autonomy-controller.mjs		file		100644	false	n/a	22800	01ab0fa6c4b01e250e253bf2ce514c4809595864d8da7dfe347e79bbdb5bb38d	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1103-apply-resident-autonomy-controller-boundary.mjs		file		100644	false	n/a	18033	bd2fdb8e3e9cee2797d805f16b4e0bc0fea240c2a89e3ee3ae013bd5fd86d15f	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1106-run-exact-autonomy-rehearsal.sh		file		100644	false	n/a	38243	fcd93496b3c5d679db044f722d7c9bb1cbec78928758f086002153ab78b56686	SENSITIVE_REVIEW	review	no	DATABASE_URL_WITH_PASSWORD	Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1107-verify-autonomy-controller-database.mjs		file		100644	false	n/a	54513	eee38c282e01d365c2d5def0bce75815d3a7097d3a38b5d8e5e99921a629a5ac	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1112-verify-public-truth-contract.mjs		file		100644	false	n/a	12511	ec8a1efd2d6b73faaaa81699ed68925bdc52ca6e0aa8683b3e2a9004a6a49ebd	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1113-autonomy-rehearsal-input-manifest-20260712.sha256		file		100644	false	n/a	2092	b2ece04184e6e988d6f30d41a2906e1c20c0db1b5570a48521b2a17ffd2eace5	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1117-provision-resident-identity-session-facades.mjs		file		100644	false	n/a	19055	4c30f15434e38887b4738323bb1458fe460ff9e360d9ab8984c140535072bc7a	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1118-verify-resident-identity-session-contract.mjs		file		100644	false	n/a	7817	41d0f12f0a19939cf37804427d6a7af7c542c3fae988390ffc7c65f0d8c8c2fa	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1119-verify-resident-identity-session-database.mjs		file		100644	false	n/a	20663	7bfb54fdb05da757c434ce1677c76de42cf96b410b64f018a799165aeac46860	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1122-classify-release-candidate.mjs		file		100644	false	n/a	27522	0f63c24737aff03e84590795b8453165a6b47526296607a6de4080672d2b3f0e	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1122-spacebot-working-tree-inventory-20260713.tsv		file		100644	false	n/a	<self>	<self>	MANIFEST_SELF	yes	no		Deterministic PW7404-1122 inventory output; self hash intentionally omitted
??	scripts/PW7404-1122-spacebot-working-tree-summary-20260713.json		file		100644	false	n/a	<self>	<self>	MANIFEST_SELF	yes	no		Deterministic PW7404-1122 inventory output; self hash intentionally omitted
??	scripts/PW7404-1123-verify-release-candidate-classification.mjs		file		100644	false	n/a	12913	49a148b3d429598965200a24f2f11e7f8e8359930afeadb85c48f4823443aa23	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1125-preflight-resident-identity-app.mjs		file		100644	false	n/a	3157	1a01dcee85fa48b6713dcfd24634d681e910d2fb781e3a283dfddcb93fdb2bd8	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1125-verify-resident-identity-controller-ipc.mjs		file		100644	false	n/a	16056	3da7a89f03f876ef2c5fc08d43a135945c4bc64196598a5adea11aa6386d1cd5	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1128-verify-resident-identity-session-acl-database.mjs		file		100644	false	n/a	36799	2587e1d43956739f996de5cb94b677f04832df243cdc0789f063313bbdbaed75	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1129-apply-resident-identity-session-acl-cutover.mjs		file		100644	false	n/a	18421	01b870fba1ff73d57747c5b379c31160cb84e165fc2d60d24ec4b08b7d0e7122	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1132-verify-buddy-wall-profile-privacy-contract.mjs		file		100644	false	n/a	1310	3b5ed53c5a4ab57dfc8d24fcc3c7ba3f2be3c26fd6f8282ff4662f85e7a508fe	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1134-verify-openclaw-context-privacy-contract.mjs		file		100644	false	n/a	935	3638d660c535d710a85affcb39612b14a69e92f13904104d72ca9284e6667bf2	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1136-verify-audit-security-containment.mjs		file		100644	false	n/a	2181	0288323513ecd948c3e536d1b90a9a236e01e1718e99f7b8de1d05c7d0458e3b	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
 M	scripts/run-experience-nightly.sh		file	100755	100644	true	true	220	a04da8ad7f4cd7e32c1353267d2d4d787f838f7756f96c33bf868abac8f85d8a	REVIEW_MIXED	review	review		Tracked mixed or metadata-sensitive change requires subsystem adjudication
 M	scripts/start-tool-service.sh		file	100755	100644	true	true	488	10e8d81383da929501bfebc99ce96c8cf36240fe1fd31b558136380d35a9b4fa	REVIEW_MIXED	review	review		Tracked mixed or metadata-sensitive change requires subsystem adjudication
??	setTimeout(r		file		100644	false	n/a	92	9508e7435e90729f620108a9415a6a704bd9504248b447f8864b37c739fa93ab	MALFORMED	no	no		Malformed root scratch filename
??	SPACEBOT_AUDIT_REPORT_20260504.md		file		100644	false	n/a	45840	02a8546597dfc40603ea87211bbd6041b9a9d7cedfba92dbff12cdb28367cfee	SENSITIVE_REVIEW	review	no		Sensitive filename or historical audit evidence requires review
??	SPACEBOT_AUDIT_REPORT_20260516.md		file		100644	false	n/a	62644	183dfa98062934847882a2deb1b009a761ca277db246dee4eccfd3bde452b7d4	SENSITIVE_QUARANTINE	no	no		Credential-shaped release bundle or private duplicate evidence requires quarantine
 M	src/app/(spacebot)/agents/[name]/page.tsx		file	100644	100644	false	true	14788	12815fc1392bfa6d65ce007dcf314c4bd57af0723ff82ad2632cfefa69921993	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/aispace/page.tsx		file	100644	100644	false	true	5387	d9ff23087909c3f918db9b1ccbbe6830a361013bb4d5c045119229552beee1e7	KEEP_CANDIDATE	yes	review		Tracked presentation/truth change cleared the first classification lane
 M	src/app/(spacebot)/botspace/[name]/page.tsx		file	100644	100644	false	true	5815	4f5de4c3083e61b78fe172f0e96e467820788d59b4b51341445a6fb20d4f9b63	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/botspace/page.tsx		file	100644	100644	false	true	2895	133ff3b1448884a40aab3ec5bc3d6e15066ebdbca935fb02b14c25aecb14357e	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
??	src/app/(spacebot)/claim/[claimCode]/page.tsx		file		100644	false	n/a	690	c3b6c57be81ba211ea2971766f00f0524d785e5975e411a16241518e59f7c8d4	KEEP_CANDIDATE	yes	review		Untracked implementation/proof/config candidate requires review before inclusion
 M	src/app/(spacebot)/content/[id]/page.tsx		file	100644	100644	false	true	9917	49fe67e6624e3537bc1a2d6cf6536c486bcf6e7f0b54f83210014c1b341d7e5d	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/factions/[faction]/page.tsx		file	100644	100644	false	true	20405	b1c859317457c956ae08d1198b26b79c30fabbce957d50bcb400b8059d0543dc	KEEP_CANDIDATE	yes	review		Tracked presentation/truth change cleared the first classification lane
 M	src/app/(spacebot)/factions/page.tsx		file	100644	100644	false	true	5425	6882219d7c81b804fad53637714d0e22ac7b6f1d10ffd95d39795de04519dff0	KEEP_CANDIDATE	yes	review		Tracked presentation/truth change cleared the first classification lane
 M	src/app/(spacebot)/heartbeat/page.tsx		file	100644	100644	false	true	13753	0cbcaa7b7057a62b383463f3a1eb38ca3a1c787dfe4ed43f74b254e7eafd86b4	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/humans/dashboard/page.tsx		file	100644	100644	false	true	2120	212535c420401f82b9acd8acb010fe32c5085e3621124489e683d87e52b032ee	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/humans/page.tsx		file	100644	100644	false	true	1279	d7674c4dd276401d1d1c3bab76ad94e0fb02f63f9ca7847746ab4563d29cb96f	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/humans/register/page.tsx		file	100644	100644	false	true	3242	5355555643c1b4f0be3c83b399a271b6d42ecb6833e7dfa4f83f9828afe247d7	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/lab/page.tsx		file	100644	100644	false	true	7231	896ec80c3965b9863de93b6a6935e935de8bbaec22ba73f62bedcd6bb1084754	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/live/page.tsx		file	100644	100644	false	true	10972	cce697e4b29de2289c5b59eea8c7a0735fde1cd2db5235b466dcb2c9852f8ba2	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
??	src/app/(spacebot)/login/page.tsx		file		100644	false	n/a	670	fb3b2b0371df1f5ec71a8cb51a1d9a0e3e1484dfbafa5e4cf7b5b1fcb79ad044	KEEP_CANDIDATE	yes	review		Untracked implementation/proof/config candidate requires review before inclusion
 M	src/app/(spacebot)/newsspace/[id]/page.tsx		file	100644	100644	false	true	20057	dc490d0a3a766cecefdd163ee086d6e671b85063c5ddffcb9fcf13ab9c4a7846	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/peoplespace/build-avatar/page.tsx		file	100644	100644	false	true	77818	60839a4053f41cc907b68844191c6449588c02c10f38df5dc1c34871ebbd0104	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/peoplespace/profile/[name]/page.tsx		file	100644	100644	false	true	44073	ea08bb01a2f379335f28df280ea2946183850cb7890a448b50937d12058dc269	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	src/app/(spacebot)/planetspace/page.tsx		file	100644	100644	false	false	37289	20ea0138092754a0de78f63e1b6c2fd67894c55272e70ced98ff13de4fb72518	STATUS_ONLY_EXCLUDE	no	no		Git status entry has no material tracked diff; base HEAD already supplies the file
 M	src/app/(spacebot)/pricing/page.tsx		file	100644	100644	false	true	5568	76640635fa42e2f401b96705ef5c3b51df137b22df0f533d172fa7c6dc84db70	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
??	src/app/(spacebot)/register/page.tsx		file		100644	false	n/a	133	651da93be4311d61d8860394a3fbcae55c13816c5084d9a101f21c0053cd82e7	KEEP_CANDIDATE	yes	review		Untracked implementation/proof/config candidate requires review before inclusion
 M	src/app/(spacebot)/sanctuary/page.tsx		file	100644	100644	false	true	37802	063798103a70b70ac48f2a0061eee0c577388c96138f22267b885e654e59391c	KEEP_CANDIDATE	yes	review		Tracked presentation/truth change cleared the first classification lane
 M	src/app/(spacebot)/sign-up/[[...sign-up]]/page.tsx		file	100644	100644	false	true	118	811195babcbee9c3d1a02ccdde498dcab4e8d557e69b5df763652dbbdebaf3e6	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
??	src/app/(spacebot)/taskspace/page.tsx		file		100644	false	n/a	386	c040b72cdbe9828760a06108ea15f01bbc75e6499248f514d5e8b58f7f9bc1f6	KEEP_CANDIDATE	yes	review		Untracked implementation/proof/config candidate requires review before inclusion
 M	src/app/(spacebot)/terminal/page.tsx		file	100644	100644	false	true	21269	85e14242c985b1089d48b9f3ab013148029811779b54de278461daaf95da3ca2	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
